
Information about map: EDT                 
==================================

Map name (internal)     : EDT000
Sounding set (internal) : 0
RS-Number               : E4463220
Data record length      : 40 bytes
Number of data records  : 2599
Max filemap size        : 2599 bytes
Data header size        : 12504 bytes
Free space in map       : -113865 bytes (107371335 records)
Status flag (not used)  : 1


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     0.00	 28294.00	   301.80	    73.00	    -0.71	     1.32	    40.00	   999.90	   296.50	    18.24	   298.00	     1.50	   118.00	     0.00	    73.80	    15.46	 49159.00	 49159.00	    40.00	
     2.00	 28289.00	   300.10	    68.00	    -0.68	     2.32	    51.00	   998.60	   293.60	    15.23	   286.00	     2.40	   111.00	     0.00	    73.80	    15.46	 32768.00	 32768.00	-32768.00	
     4.00	 28283.00	   299.80	    67.00	    -0.70	     2.84	    64.00	   997.20	   293.20	    14.85	   284.00	     2.90	   108.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
     6.00	 28277.00	   299.60	    68.00	    -0.77	     3.23	    76.00	   995.80	   293.40	    15.05	   283.00	     3.30	   106.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
     8.00	 28273.00	   299.50	    69.00	    -0.79	     3.62	    86.00	   994.70	   293.50	    15.16	   282.00	     3.70	   105.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    10.00	 28269.00	   299.50	    69.00	    -0.79	     3.99	    95.00	   993.80	   293.30	    15.02	   281.00	     4.10	   104.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    12.00	 28263.00	   299.40	    67.00	    -0.75	     4.32	   106.00	   992.50	   292.90	    14.63	   280.00	     4.40	   103.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    14.00	 28258.00	   299.30	    67.00	    -0.68	     4.59	   117.00	   991.20	   292.70	    14.47	   278.00	     4.60	   103.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    16.00	 28253.00	   299.20	    68.00	    -0.57	     4.81	   129.00	   989.90	   292.70	    14.53	   277.00	     4.80	   102.00	   100.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    18.00	 28247.00	   299.00	    69.00	    -0.45	     4.98	   141.00	   988.50	   292.80	    14.66	   275.00	     5.00	   101.00	   100.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
