
Information about map: EDT                 
==================================

Map name (internal)     : EDT000
Sounding set (internal) : 0
RS-Number               : D1444076
Data record length      : 40 bytes
Number of data records  : 2119
Max filemap size        : 2119 bytes
Data header size        : 12504 bytes
Free space in map       : -95145 bytes (107371803 records)
Status flag (not used)  : 1


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     0.00	 28297.00	   298.90	   100.00	     0.00	     0.00	    40.00	  1000.60	   298.80	    21.06	     0.00	     0.00	   180.00	     0.00	    73.80	    15.46	 49159.00	 49159.00	    40.00	
     2.00	 28293.00	   299.40	    86.00	    -0.17	     1.52	    48.00	   999.70	   296.90	    18.70	   276.00	     1.50	    96.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
     4.00	 28287.00	   299.50	    84.00	     0.13	     1.88	    61.00	   998.30	   296.60	    18.42	   266.00	     1.90	    92.00	     0.00	    73.80	    15.46	 16384.00	 16384.00	-32768.00	
     6.00	 28281.00	   299.50	    85.00	     0.12	     2.06	    74.00	   996.80	   296.80	    18.62	   267.00	     2.10	    90.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
     8.00	 28276.00	   299.40	    86.00	     0.22	     2.28	    85.00	   995.50	   296.80	    18.72	   265.00	     2.30	    88.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    10.00	 28271.00	   299.30	    86.00	     0.32	     2.49	    95.00	   994.40	   296.80	    18.71	   263.00	     2.50	    87.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    12.00	 28266.00	   299.20	    86.00	     0.42	     2.71	   106.00	   993.20	   296.80	    18.70	   261.00	     2.70	    86.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    14.00	 28260.00	   299.10	    87.00	     0.52	     2.94	   119.00	   991.70	   296.70	    18.67	   260.00	     3.00	    85.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    16.00	 28255.00	   299.10	    86.00	     0.60	     3.18	   130.00	   990.50	   296.70	    18.62	   259.00	     3.20	    84.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    18.00	 28250.00	   299.10	    86.00	     0.65	     3.45	   141.00	   989.20	   296.60	    18.54	   259.00	     3.50	    83.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
    20.00	 28244.00	   299.00	    86.00	     0.67	     3.75	   153.00	   987.90	   296.50	    18.50	   260.00	     3.80	    83.00	     0.00	    73.80	    15.46	     0.00	     0.00	-32768.00	
